,SYMPTOM INPUTS,QUESTIONS ASKED,OPTIONS GIVEN
51,Dizziness,Dizziness: are you currently experiencing any of these symptoms?, pale skin
52,Dizziness,Dizziness: are you currently experiencing any of these symptoms?, none of these
53,Dizziness,Dizziness: are you currently experiencing any of these symptoms?, heart palpitations
54,Dizziness,Dizziness: are you currently experiencing any of these symptoms?, seizures
55,Dizziness,Dizziness: are you currently experiencing any of these symptoms?, malaise
56,Dizziness,Dizziness: are you currently experiencing any of these symptoms?, none of these
57,Dizziness,Dizziness: are you currently experiencing any of these symptoms?, tremor
58,Dizziness,Dizziness: are you currently experiencing any of these symptoms?, blurry vision
59,Dizziness,Dizziness: are you currently experiencing any of these symptoms?, anxiety
60,Dizziness,Dizziness: are you currently experiencing any of these symptoms?, none of these
61,Dizziness,Dizziness:,
0,Drooping eyelid,Drooping eyelid: when did it start?,Drooping eyelid
1,Drooping eyelid,Drooping eyelid: which side is bothering you?, today
2,Drooping eyelid,Drooping eyelid: which side is bothering you?, in last week
3,Drooping eyelid,Drooping eyelid: which side is bothering you?, in last month
4,Drooping eyelid,Drooping eyelid: which side is bothering you?, 1-3 months ago
5,Drooping eyelid,Drooping eyelid: which side is bothering you?, over 3 months ago
6,Drooping eyelid,Drooping eyelid: how severe would you say it is?, one side
7,Drooping eyelid,Drooping eyelid: how severe would you say it is?, both sides
8,Drooping eyelid,Drooping eyelid: how severe would you say it is?, i am not sure
9,Drooping eyelid,Drooping eyelid: is either half of your face drooping?, mild
10,Drooping eyelid,Drooping eyelid: is either half of your face drooping?, severe
11,Drooping eyelid,Drooping eyelid: is either half of your face drooping?, i am not sure
12,Drooping eyelid,Drooping eyelid: do you have a headache?, yes
13,Drooping eyelid,Drooping eyelid: do you have a headache?, no 
14,Drooping eyelid,Drooping eyelid: do you have a unpleasant taste in mouth?, yes
15,Drooping eyelid,Drooping eyelid: do you have a unpleasant taste in mouth?, no 
16,Drooping eyelid,Drooping eyelid: how bad is the taste?, yes
17,Drooping eyelid,Drooping eyelid: how bad is the taste?, no 
18,Drooping eyelid,Drooping eyelid: how often is this a problem?, mild
19,Drooping eyelid,Drooping eyelid: how often is this a problem?, severe
20,Drooping eyelid,Drooping eyelid: how often is this a problem?, i am not sure
21,Drooping eyelid,"Drooping eyelid: does any part of your face feels numb, tingly or prickly?", just once
22,Drooping eyelid,"Drooping eyelid: does any part of your face feels numb, tingly or prickly?", about once a day
23,Drooping eyelid,"Drooping eyelid: does any part of your face feels numb, tingly or prickly?", couple of times a day
24,Drooping eyelid,"Drooping eyelid: does any part of your face feels numb, tingly or prickly?", couple of times a week
25,Drooping eyelid,"Drooping eyelid: does any part of your face feels numb, tingly or prickly?", happens all the time
26,Drooping eyelid,"Drooping eyelid: does any part of your face feels numb, tingly or prickly?", i am not sure
27,Drooping eyelid,Drooping eyelid: are you unable to move half of your body?, yes
28,Drooping eyelid,Drooping eyelid: are you unable to move half of your body?, no 
29,Drooping eyelid,Drooping eyelid: do you have any ear pain?, yes
30,Drooping eyelid,Drooping eyelid: do you have any ear pain?, no 
31,Drooping eyelid,Drooping eyelid: is your speech thick or slurred?, yes
32,Drooping eyelid,Drooping eyelid: is your speech thick or slurred?, no 
33,Drooping eyelid,Drooping eyelid: are your eyes more watery or teary than usual?, yes
34,Drooping eyelid,Drooping eyelid: are your eyes more watery or teary than usual?, no 
35,Drooping eyelid,Drooping eyelid: is one eye tearing more than usual or both eyes?, yes
36,Drooping eyelid,Drooping eyelid: is one eye tearing more than usual or both eyes?, no 
37,Drooping eyelid,"Drooping eyelid: is it getting better, worse, or staying the same?", one side
38,Drooping eyelid,"Drooping eyelid: is it getting better, worse, or staying the same?", both sides
39,Drooping eyelid,"Drooping eyelid: is it getting better, worse, or staying the same?", i am not sure
40,Drooping eyelid,Drooping eyelid: is either of your eyes red?, improving
41,Drooping eyelid,Drooping eyelid: is either of your eyes red?, worsening
42,Drooping eyelid,Drooping eyelid: is either of your eyes red?, the same
43,Drooping eyelid,Drooping eyelid: is either of your eyes red?, i am not sure
44,Drooping eyelid,Drooping eyelid: are you currently experiencing any of these symptoms?, yes
45,Drooping eyelid,Drooping eyelid: are you currently experiencing any of these symptoms?, no 
46,Drooping eyelid,Drooping eyelid: are you currently experiencing any of these symptoms?, nausea
47,Drooping eyelid,Drooping eyelid: are you currently experiencing any of these symptoms?, runny nose
48,Drooping eyelid,Drooping eyelid: are you currently experiencing any of these symptoms?, none of these
49,Drooping eyelid,Drooping eyelid: are you currently experiencing any of these symptoms?, muscle weakness
50,Drooping eyelid,Drooping eyelid: are you currently experiencing any of these symptoms?, facial pain
51,Drooping eyelid,Drooping eyelid: are you currently experiencing any of these symptoms?, decreased hearing
52,Drooping eyelid,Drooping eyelid: are you currently experiencing any of these symptoms?, none of these
53,Drooping eyelid,Drooping eyelid: are you currently experiencing any of these symptoms?, dizziness
54,Drooping eyelid,Drooping eyelid: are you currently experiencing any of these symptoms?, neck pain
55,Drooping eyelid,Drooping eyelid: are you currently experiencing any of these symptoms?, eye pain
56,Drooping eyelid,Drooping eyelid: are you currently experiencing any of these symptoms?, none of these
57,Drooping eyelid,Drooping eyelid: are you currently experiencing any of these symptoms?, blurry vision
58,Drooping eyelid,Drooping eyelid: are you currently experiencing any of these symptoms?, ringing in ears
59,Drooping eyelid,Drooping eyelid: are you currently experiencing any of these symptoms?, numbness or tingling in hands
60,Drooping eyelid,Drooping eyelid: are you currently experiencing any of these symptoms?, none of these
61,Drooping eyelid,Drooping eyelid: are you currently experiencing any of these symptoms?, eyelid pain
62,Drooping eyelid,Drooping eyelid: are you currently experiencing any of these symptoms?, nasal congestion
63,Drooping eyelid,Drooping eyelid: are you currently experiencing any of these symptoms?, vomiting
64,Drooping eyelid,Drooping eyelid: are you currently experiencing any of these symptoms?, none of these
65,Drooping eyelid,Drooping eyelid:,
0,Dry mucous membrane,Dry mucous membrane: when did it start?,Dry mucous membrane
1,Dry mucous membrane,Dry mucous membrane: how dry do they feel?, today
2,Dry mucous membrane,Dry mucous membrane: how dry do they feel?, in last week
3,Dry mucous membrane,Dry mucous membrane: how dry do they feel?, in last month
4,Dry mucous membrane,Dry mucous membrane: how dry do they feel?, 1-3 months ago
5,Dry mucous membrane,Dry mucous membrane: how dry do they feel?, over 3 months ago  
6,Dry mucous membrane,Dry mucous membrane: are you drinking less fluids?, somewhat dry
7,Dry mucous membrane,Dry mucous membrane: are you drinking less fluids?, very dry
8,Dry mucous membrane,Dry mucous membrane: are you drinking less fluids?, i am not sure 
9,Dry mucous membrane,Dry mucous membrane: does your mouth feel dry?, yes
10,Dry mucous membrane,Dry mucous membrane: does your mouth feel dry?, no 
11,Dry mucous membrane,Dry mucous membrane: have you been vomiting?, yes
12,Dry mucous membrane,Dry mucous membrane: have you been vomiting?, no
13,Dry mucous membrane,Dry mucous membrane: did any of these trigger your vomiting?, yes
14,Dry mucous membrane,Dry mucous membrane: did any of these trigger your vomiting?, no 
15,Dry mucous membrane,Dry mucous membrane: how often are you vomiting?, dairy intake
16,Dry mucous membrane,Dry mucous membrane: how often are you vomiting?, drinking fluids
17,Dry mucous membrane,Dry mucous membrane: how often are you vomiting?, eating
18,Dry mucous membrane,Dry mucous membrane: how often are you vomiting?, eating suspect food
19,Dry mucous membrane,Dry mucous membrane: how often are you vomiting?, recent travel
20,Dry mucous membrane,Dry mucous membrane: how often are you vomiting?, heat or sun exposure
21,Dry mucous membrane,Dry mucous membrane: how often are you vomiting?, possible food allergy
22,Dry mucous membrane,Dry mucous membrane: how often are you vomiting?, recent injury
23,Dry mucous membrane,Dry mucous membrane: how often are you vomiting?, none of these
24,Dry mucous membrane,Dry mucous membrane: are you currently experiencing any of these symptoms? , just once
25,Dry mucous membrane,Dry mucous membrane: are you currently experiencing any of these symptoms? , about once a day
26,Dry mucous membrane,Dry mucous membrane: are you currently experiencing any of these symptoms? , couple of times a day
27,Dry mucous membrane,Dry mucous membrane: are you currently experiencing any of these symptoms? , couple of times a week
28,Dry mucous membrane,Dry mucous membrane: are you currently experiencing any of these symptoms? , happens all the time
29,Dry mucous membrane,Dry mucous membrane: are you currently experiencing any of these symptoms? , i am not sure 
30,Dry mucous membrane,Dry mucous membrane: are you currently experiencing any of these symptoms? , eye dryness
31,Dry mucous membrane,Dry mucous membrane: are you currently experiencing any of these symptoms? , nausea
32,Dry mucous membrane,Dry mucous membrane: are you currently experiencing any of these symptoms? , joint pain
33,Dry mucous membrane,Dry mucous membrane: are you currently experiencing any of these symptoms? , none of these
34,Dry mucous membrane,Dry mucous membrane: do you have a headache? , dizziness
35,Dry mucous membrane,Dry mucous membrane: do you have a headache? , fatigue
36,Dry mucous membrane,Dry mucous membrane: do you have a headache? , abdominal pain
37,Dry mucous membrane,Dry mucous membrane: do you have a headache? , none of these 
38,Dry mucous membrane,Dry mucous membrane: are you currently experiencing any of these symptoms? , yes
39,Dry mucous membrane,Dry mucous membrane: are you currently experiencing any of these symptoms? , no 
40,Dry mucous membrane,Dry mucous membrane: are you currently experiencing any of these symptoms? , pale skin
41,Dry mucous membrane,Dry mucous membrane: are you currently experiencing any of these symptoms? , hair loss
42,Dry mucous membrane,Dry mucous membrane: are you currently experiencing any of these symptoms? , loss of consciousness
43,Dry mucous membrane,Dry mucous membrane: are you currently experiencing any of these symptoms? , none of these 
44,Dry mucous membrane,Dry mucous membrane: are you currently experiencing any of these symptoms? , mouth sores
45,Dry mucous membrane,Dry mucous membrane: are you currently experiencing any of these symptoms? , decreased urination
46,Dry mucous membrane,Dry mucous membrane: are you currently experiencing any of these symptoms? , teary or watery eyes
47,Dry mucous membrane,Dry mucous membrane: are you currently experiencing any of these symptoms? , none of these 
48,Dry mucous membrane,Dry mucous membrane: are you currently experiencing any of these symptoms? , decreased appetite
49,Dry mucous membrane,Dry mucous membrane: are you currently experiencing any of these symptoms? , morning joint stiffness
50,Dry mucous membrane,Dry mucous membrane: are you currently experiencing any of these symptoms? , white tongue
51,Dry mucous membrane,Dry mucous membrane: are you currently experiencing any of these symptoms? , none of these 
52,Dry mucous membrane,Dry mucous membrane: are you currently experiencing any of these symptoms? , eye pain
53,Dry mucous membrane,Dry mucous membrane: are you currently experiencing any of these symptoms? , itchy eyes
54,Dry mucous membrane,Dry mucous membrane: are you currently experiencing any of these symptoms? , diarrhea
55,Dry mucous membrane,Dry mucous membrane: are you currently experiencing any of these symptoms? , none of these 
0,Dry skin ,Dry skin : when did you first notice it?,Dry skin 
1,Dry skin ,Dry skin : where does your skin feels dry?, today
2,Dry skin ,Dry skin : where does your skin feels dry?, in last week
3,Dry skin ,Dry skin : where does your skin feels dry?, in last month
4,Dry skin ,Dry skin : where does your skin feels dry?, 1-3 months ago
5,Dry skin ,Dry skin : where does your skin feels dry?, over 3 months ago
6,Dry skin ,Dry skin : how dry is your skin?, head
7,Dry skin ,Dry skin : how dry is your skin?, ear
8,Dry skin ,Dry skin : how dry is your skin?, face
9,Dry skin ,Dry skin : how dry is your skin?, arm
10,Dry skin ,Dry skin : how dry is your skin?, entire hand
11,Dry skin ,Dry skin : how dry is your skin?, whole body
12,Dry skin ,Dry skin : how dry is your skin?, none of these 
13,Dry skin ,Dry skin : are you drinking less fluids? , somewhat dry
14,Dry skin ,Dry skin : are you drinking less fluids? , very dry
15,Dry skin ,Dry skin : are you drinking less fluids? , i am not sure 
16,Dry skin ,Dry skin : does your mouth feel dry?, yes
17,Dry skin ,Dry skin : does your mouth feel dry?, no
18,Dry skin ,Dry skin : have you been vomiting?, yes
19,Dry skin ,Dry skin : have you been vomiting?, no 
20,Dry skin ,Dry skin : have you fainted or passed out?, yes
21,Dry skin ,Dry skin : have you fainted or passed out?, no 
22,Dry skin ,Dry skin : do you have a fever?, yes
23,Dry skin ,Dry skin : do you have a fever?, no 
24,Dry skin ,Dry skin : do you have foot fungus?, yes
25,Dry skin ,Dry skin : do you have foot fungus?, no 
26,Dry skin ,Dry skin : do you have headache? , yes
27,Dry skin ,Dry skin : do you have headache? , no
28,Dry skin ,Dry skin : could any of these have triggered your symptoms? , yes
29,Dry skin ,Dry skin : could any of these have triggered your symptoms? , no  
30,Dry skin ,Dry skin :,
0,Ear discharge,Ear discharge: When did it start?,Ear discharge
1,Ear discharge,Ear discharge: Is it one ear or both?, Today
2,Ear discharge,Ear discharge: Is it one ear or both?, In the last week
3,Ear discharge,Ear discharge: Is it one ear or both?, In the last month
4,Ear discharge,Ear discharge: Is it one ear or both?, 1-3 months ago
5,Ear discharge,Ear discharge: Is it one ear or both?, Over 3 months ago
6,Ear discharge,Ear discharge: Is it one ear or both?, Years ago
7,Ear discharge,Ear discharge: Did cleaning out your ear trigger the dicharge?, One ear
8,Ear discharge,Ear discharge: Did cleaning out your ear trigger the dicharge?, Both ears
9,Ear discharge,Ear discharge: Did cleaning out your ear trigger the dicharge?, I'm not sure
10,Ear discharge,Ear discharge: Did it start gradually or suddenly?, Yes/No
11,Ear discharge,Ear discharge: Do you have any ear pain?, Suddenly
12,Ear discharge,Ear discharge: Do you have any ear pain?, Gradually
13,Ear discharge,Ear discharge: Do you have any ear pain?, I'm not sure
14,Ear discharge,Ear discharge: Does one ear hurt or do both hurt?, Yes/No
15,Ear discharge,Ear discharge: Could any of these have triggered your symptom?, One ear
16,Ear discharge,Ear discharge: Could any of these have triggered your symptom?, Both ears
17,Ear discharge,Ear discharge: Could any of these have triggered your symptom?, I'm not sure
18,Ear discharge,Ear discharge: How much pain is it causing you?, Dental procedure
19,Ear discharge,Ear discharge: How much pain is it causing you?, Ear canal cleaning
20,Ear discharge,Ear discharge: How much pain is it causing you?, Recent surgery
21,Ear discharge,Ear discharge: How much pain is it causing you?, Recent injury
22,Ear discharge,Ear discharge: How much pain is it causing you?, Swimming
23,Ear discharge,Ear discharge: How much pain is it causing you?, None of the above
24,Ear discharge,Ear discharge: What makes it worse? , Mild pain
25,Ear discharge,Ear discharge: What makes it worse? , Severe pain
26,Ear discharge,Ear discharge: What makes it worse? , It wakes me at night
27,Ear discharge,Ear discharge: What makes it worse? , I'm not sure
28,Ear discharge,Ear discharge: Do any of these describe your ear pain?, Changing position
29,Ear discharge,Ear discharge: Do any of these describe your ear pain?, Chewing
30,Ear discharge,Ear discharge: Do any of these describe your ear pain?, Exposure to cold
31,Ear discharge,Ear discharge: Do any of these describe your ear pain?, Exposure to sound
32,Ear discharge,Ear discharge: Do any of these describe your ear pain?, None of the above
33,Ear discharge,Ear discharge: Do your ears feel clogged or blocked?, Burning
34,Ear discharge,Ear discharge: Do your ears feel clogged or blocked?, Persistent
35,Ear discharge,Ear discharge: Do your ears feel clogged or blocked?, Pinpoint
36,Ear discharge,Ear discharge: Do your ears feel clogged or blocked?, Pressuring
37,Ear discharge,Ear discharge: Do your ears feel clogged or blocked?, None of the above
38,Ear discharge,Ear discharge: Did either of these trigger your plugged ears?, Yes/No 
39,Ear discharge,Ear discharge: Do you have a runny nose?, Recent travel
40,Ear discharge,Ear discharge: Do you have a runny nose?, Swimming
41,Ear discharge,Ear discharge: Do you have a runny nose?, None of the above
42,Ear discharge,Ear discharge: Are you currently experiencing any of the following symptoms?, Yes/No
43,Ear discharge,Ear discharge: Are you currently experiencing any of the following symptoms?, Decreased hearing
44,Ear discharge,Ear discharge: Are you currently experiencing any of the following symptoms?, Itchy skin
45,Ear discharge,Ear discharge: Are you currently experiencing any of the following symptoms?, Jaw joint pain
46,Ear discharge,Ear discharge: Are you currently experiencing any of the following symptoms?, None of the above
47,Ear discharge,Ear discharge: Are you feeling dizzy?, Ringing in ears
48,Ear discharge,Ear discharge: Are you feeling dizzy?, Recent travel or flying
49,Ear discharge,Ear discharge: Are you feeling dizzy?, Ear pressure
50,Ear discharge,Ear discharge: Are you feeling dizzy?, None of the above
51,Ear discharge,Ear discharge:,
52,Ear discharge,Ear discharge:,
0,Genital lesions,Genital lesions: when did it start?,Genital lesions
1,Genital lesions,Genital lesions: do any of these describe it?, today
2,Genital lesions,Genital lesions: do any of these describe it?, in last week
3,Genital lesions,Genital lesions: do any of these describe it?, in last month
4,Genital lesions,Genital lesions: do any of these describe it?, 1-3 months ago
5,Genital lesions,Genital lesions: do any of these describe it?, over 3 months ago
6,Genital lesions,Genital lesions: do any of these describe it?, years ago 
7,Genital lesions,Genital lesions: how severe would you say it is?, burning
8,Genital lesions,Genital lesions: how severe would you say it is?, red skin with blisters
9,Genital lesions,Genital lesions: how severe would you say it is?, painful
10,Genital lesions,Genital lesions: how severe would you say it is?, productive
11,Genital lesions,Genital lesions: how severe would you say it is?, pus-like
12,Genital lesions,Genital lesions: how severe would you say it is?, none of these
13,Genital lesions,Genital lesions: which side is bothering you? , mild
14,Genital lesions,Genital lesions: which side is bothering you? , severe
15,Genital lesions,Genital lesions: which side is bothering you? , i am not sure
16,Genital lesions,Genital lesions: are you sexually active or involved in unprotected sex?, right
17,Genital lesions,Genital lesions: are you sexually active or involved in unprotected sex?, left
18,Genital lesions,Genital lesions: are you sexually active or involved in unprotected sex?, i am not sure 
19,Genital lesions,Genital lesions: do you have any unusual fluid leaking from tip of you penis?, yes
20,Genital lesions,Genital lesions: do you have any unusual fluid leaking from tip of you penis?, no 
21,Genital lesions,Genital lesions: would you describe as either of these?, yes
22,Genital lesions,Genital lesions: would you describe as either of these?, no 
23,Genital lesions,Genital lesions: Is it any of these colors?, bloody
24,Genital lesions,Genital lesions: Is it any of these colors?, pus like
25,Genital lesions,Genital lesions: Is it any of these colors?, none of these 
26,Genital lesions,Genital lesions: do you have any burning sensation or pain during or after peeing?, green
27,Genital lesions,Genital lesions: do you have any burning sensation or pain during or after peeing?, yellow
28,Genital lesions,Genital lesions: do you have any burning sensation or pain during or after peeing?, white
29,Genital lesions,Genital lesions: do you have any burning sensation or pain during or after peeing?, none of these 
30,Genital lesions,Genital lesions: how severe would you say it is?, yes
31,Genital lesions,Genital lesions: how severe would you say it is?, no 
32,Genital lesions,Genital lesions: do you have pain on the side of your body?, mild
33,Genital lesions,Genital lesions: do you have pain on the side of your body?, severe
34,Genital lesions,Genital lesions: do you have pain on the side of your body?, i am not sure 
35,Genital lesions,Genital lesions: do you have rash anywhere on your body?, yes
36,Genital lesions,Genital lesions: do you have rash anywhere on your body?, no 
37,Genital lesions,Genital lesions: are you currently experiencing any of these symptoms? , yes
38,Genital lesions,Genital lesions: are you currently experiencing any of these symptoms? , no 
39,Genital lesions,Genital lesions: are you currently experiencing any of these symptoms? , unusual urine odor
40,Genital lesions,Genital lesions: are you currently experiencing any of these symptoms? , penile pain
41,Genital lesions,Genital lesions: are you currently experiencing any of these symptoms? , eye discharge
42,Genital lesions,Genital lesions: are you currently experiencing any of these symptoms? , none of these 
43,Genital lesions,Genital lesions: are you currently experiencing any of these symptoms? , scortal pain
44,Genital lesions,Genital lesions: are you currently experiencing any of these symptoms? , frequent urination
45,Genital lesions,Genital lesions: are you currently experiencing any of these symptoms? , skin lesions
46,Genital lesions,Genital lesions: are you currently experiencing any of these symptoms? , none of these 
47,Genital lesions,Genital lesions: are you currently experiencing any of these symptoms? , difficulty urinating
48,Genital lesions,Genital lesions: are you currently experiencing any of these symptoms? , mouth sores
49,Genital lesions,Genital lesions: are you currently experiencing any of these symptoms? , eye pain
50,Genital lesions,Genital lesions: are you currently experiencing any of these symptoms? , none of these
51,Genital lesions,Genital lesions:,
0,Goiter,"Goiter: does you heart race, flutter or skip beats while you're at rest?",Goiter
1,Goiter,Goiter: do you feel cold?, yes
2,Goiter,Goiter: do you feel cold?, no 
3,Goiter,Goiter: what part of your body feels cold?, yes
4,Goiter,Goiter: what part of your body feels cold?, no 
5,Goiter,Goiter: how severe is it?, arm
6,Goiter,Goiter: how severe is it?, entire hand
7,Goiter,Goiter: how severe is it?, fingers
8,Goiter,Goiter: how severe is it?, legs
9,Goiter,Goiter: how severe is it?, whole body
10,Goiter,Goiter: how severe is it?, none of these 
11,Goiter,Goiter: is it worse at a particular time? , mild
12,Goiter,Goiter: is it worse at a particular time? , severe
13,Goiter,Goiter: is it worse at a particular time? , i am not sure 
14,Goiter,Goiter: have you unexpectedly gained weight?, in morning
15,Goiter,Goiter: have you unexpectedly gained weight?, midday
16,Goiter,Goiter: have you unexpectedly gained weight?, in evening
17,Goiter,Goiter: have you unexpectedly gained weight?, at night time
18,Goiter,Goiter: have you unexpectedly gained weight?, a specific time of year
19,Goiter,Goiter: have you unexpectedly gained weight?, none of these 
20,Goiter,Goiter: are you currently experiencing any of these symptoms? , yes
21,Goiter,Goiter: are you currently experiencing any of these symptoms? , no 
22,Goiter,"Goiter: is your arm or any other part quivering, trembling or slightly shaking?", fatigue
23,Goiter,"Goiter: is your arm or any other part quivering, trembling or slightly shaking?", constipation
24,Goiter,"Goiter: is your arm or any other part quivering, trembling or slightly shaking?", insomnia
25,Goiter,"Goiter: is your arm or any other part quivering, trembling or slightly shaking?", none of these
26,Goiter,Goiter: are you currently experiencing any of these symptoms? , yes
27,Goiter,Goiter: are you currently experiencing any of these symptoms? , no  
28,Goiter,Goiter: are you currently experiencing any of these symptoms? , hairloss
29,Goiter,Goiter: are you currently experiencing any of these symptoms? , dry skin
30,Goiter,Goiter: are you currently experiencing any of these symptoms? , lymphnode swelling
31,Goiter,Goiter: are you currently experiencing any of these symptoms? , none of these 
32,Goiter,Goiter: are you currently experiencing any of these symptoms? , attention deficit
33,Goiter,Goiter: are you currently experiencing any of these symptoms? , irritability
34,Goiter,Goiter: are you currently experiencing any of these symptoms? , dizziness
35,Goiter,Goiter: are you currently experiencing any of these symptoms? , none of these 
36,Goiter,Goiter: are you currently experiencing any of these symptoms? , abnormal sweating
37,Goiter,Goiter: are you currently experiencing any of these symptoms? , anxiety
38,Goiter,Goiter: are you currently experiencing any of these symptoms? , feeling down
39,Goiter,Goiter: are you currently experiencing any of these symptoms? , none of these 
40,Goiter,Goiter: is skin over your joint red?, malaise
41,Goiter,Goiter: is skin over your joint red?, joint pain
42,Goiter,Goiter: is skin over your joint red?, decreased appetite 
43,Goiter,Goiter: are your joints unusually stiff in the morning?, yes
44,Goiter,Goiter: are your joints unusually stiff in the morning?, no 
45,Goiter,Goiter: are you currently experiencing any of these symptoms? , yes
46,Goiter,Goiter: are you currently experiencing any of these symptoms? , no 
47,Goiter,Goiter:,
0,groin pain,groin pain: when did it start?,groin pain
1,groin pain,groin pain: which side is bothering you?, today
2,groin pain,groin pain: which side is bothering you?, in last week
3,groin pain,groin pain: which side is bothering you?, in last month
4,groin pain,groin pain: which side is bothering you?, 1-3 months ago
5,groin pain,groin pain: which side is bothering you?, over 3 months ago
6,groin pain,groin pain: which side is bothering you?, years ago  
7,groin pain,groin pain: do any of these make your groin pain worse? , one side
8,groin pain,groin pain: do any of these make your groin pain worse? , both sides
9,groin pain,groin pain: do any of these make your groin pain worse? , i am not sure 
10,groin pain,groin pain: how severe would you say it is?, cough
11,groin pain,groin pain: how severe would you say it is?, exercising
12,groin pain,groin pain: how severe would you say it is?, pressing on area
13,groin pain,groin pain: how severe would you say it is?, standing
14,groin pain,groin pain: how severe would you say it is?, walking
15,groin pain,groin pain: how severe would you say it is?, none of these 
16,groin pain,groin pain: did your groin pain start after any of these?, mild
17,groin pain,groin pain: did your groin pain start after any of these?, severe
18,groin pain,groin pain: did your groin pain start after any of these?, it wakes me at night
19,groin pain,groin pain: did your groin pain start after any of these?, i am not sure 
20,groin pain,groin pain: did it start gradually or suddenly? , recent injury
21,groin pain,groin pain: did it start gradually or suddenly? , urination
22,groin pain,groin pain: did it start gradually or suddenly? , none of these 
23,groin pain,groin pain: has it spread to one or more of the following areas?, suddenly
24,groin pain,groin pain: has it spread to one or more of the following areas?, gradually
25,groin pain,groin pain: has it spread to one or more of the following areas?, i am not sure 
26,groin pain,groin pain: does stretching make your groin pain better?, abdomen
27,groin pain,groin pain: does stretching make your groin pain better?, flank
28,groin pain,groin pain: does stretching make your groin pain better?, thigh
29,groin pain,groin pain: does stretching make your groin pain better?, none of these 
30,groin pain,groin pain: do you have any swelling in your groin?, yes
31,groin pain,groin pain: do you have any swelling in your groin?, no 
32,groin pain,groin pain: do you have any pain or discomfort in your scortum or testicles?, yes
33,groin pain,groin pain: do you have any pain or discomfort in your scortum or testicles?, no 
34,groin pain,groin pain: what makes it worse?, yes
35,groin pain,groin pain: what makes it worse?, no 
36,groin pain,groin pain: could any of these have triggered your symptoms?, lying down
37,groin pain,groin pain: could any of these have triggered your symptoms?, physical activity
38,groin pain,groin pain: could any of these have triggered your symptoms?, pressing on area
39,groin pain,groin pain: could any of these have triggered your symptoms?, none of these 
40,groin pain,groin pain: do you have pain or discomfort in your abdomen?, intercourse
41,groin pain,groin pain: do you have pain or discomfort in your abdomen?, recent injury
42,groin pain,groin pain: do you have pain or discomfort in your abdomen?, none of these 
43,groin pain,groin pain: do you have fever?, yes
44,groin pain,groin pain: do you have fever?, no 
45,groin pain,groin pain: are you currently experiencing any of the symptoms? , yes
46,groin pain,groin pain: are you currently experiencing any of the symptoms? , no 
47,groin pain,groin pain: are you currently experiencing any of the symptoms? , abdominal swelling
48,groin pain,groin pain: are you currently experiencing any of the symptoms? , difficulty urination
49,groin pain,groin pain: are you currently experiencing any of the symptoms? , unprotected sex
50,groin pain,groin pain: are you currently experiencing any of the symptoms? , none of these 
51,groin pain,groin pain: are you currently experiencing any of the symptoms? , burning or painful urination
52,groin pain,groin pain: are you currently experiencing any of the symptoms? , blood in urine
53,groin pain,groin pain: are you currently experiencing any of the symptoms? , urination at night
54,groin pain,groin pain: are you currently experiencing any of the symptoms? , none of these 
55,groin pain,groin pain: do you need to urinate much more often than usual?, constipation
56,groin pain,groin pain: do you need to urinate much more often than usual?, urinary urgency
57,groin pain,groin pain: do you need to urinate much more often than usual?, perineal pain
58,groin pain,groin pain: do you need to urinate much more often than usual?, none of these 
59,groin pain,groin pain: are you currently experiencing any of the symptoms? , yes
60,groin pain,groin pain: are you currently experiencing any of the symptoms? , no 
61,groin pain,"groin pain: do you have any sores, bumps or lesions on or around your penis?", penile pain
62,groin pain,"groin pain: do you have any sores, bumps or lesions on or around your penis?", penile discharge
63,groin pain,"groin pain: do you have any sores, bumps or lesions on or around your penis?", chills
64,groin pain,"groin pain: do you have any sores, bumps or lesions on or around your penis?", none of these 
65,groin pain,groin pain: are you currently experiencing any of the symptoms? , yes
66,groin pain,groin pain: are you currently experiencing any of the symptoms? , no 
0,groin swelling,groin swelling: when did it start?,groin swelling
1,groin swelling,groin swelling: is your groin swelling on one side or both?, today
2,groin swelling,groin swelling: is your groin swelling on one side or both?, in last week
3,groin swelling,groin swelling: is your groin swelling on one side or both?, in last month
4,groin swelling,groin swelling: is your groin swelling on one side or both?, 1-3 months ago
5,groin swelling,groin swelling: is your groin swelling on one side or both?, over 3 months ago
6,groin swelling,groin swelling: is your groin swelling on one side or both?, years ago
7,groin swelling,groin swelling: do you have pain or discomfort in your abdomen?, one side
8,groin swelling,groin swelling: do you have pain or discomfort in your abdomen?, both sides
9,groin swelling,groin swelling: do you have pain or discomfort in your abdomen?, i am not sure
10,groin swelling,groin swelling: which side is bothering you most?, yes
11,groin swelling,groin swelling: which side is bothering you most?, no 
12,groin swelling,groin swelling: how uncomfortable do you feel?, right
13,groin swelling,groin swelling: how uncomfortable do you feel?, left
14,groin swelling,groin swelling: how uncomfortable do you feel?, both sides
15,groin swelling,groin swelling: how uncomfortable do you feel?, i am not sure 
16,groin swelling,groin swelling: what makes it worse?, fairly mild
17,groin swelling,groin swelling: what makes it worse?, intense
18,groin swelling,groin swelling: what makes it worse?, it wakes me at night
19,groin swelling,groin swelling: what makes it worse?, i am not sure 
20,groin swelling,groin swelling: do any of these describe it?, changing positions
21,groin swelling,groin swelling: do any of these describe it?, cough
22,groin swelling,groin swelling: do any of these describe it?, deep breathing
23,groin swelling,groin swelling: do any of these describe it?, eating
