,SYMPTOM INPUTS,QUESTIONS ASKED,OPTIONS GIVEN
3372,Dizziness,Dizziness: do any of these trigger your dizziness?, climbing stairs
3373,Dizziness,Dizziness: do any of these trigger your dizziness?, head movement
3374,Dizziness,Dizziness: do any of these trigger your dizziness?, lying down
3375,Dizziness,Dizziness: do any of these trigger your dizziness?, standing
3376,Dizziness,Dizziness: do any of these trigger your dizziness?, walking
3377,Dizziness,Dizziness: do any of these trigger your dizziness?, none of these
3378,Dizziness,Dizziness: do any of these make it better?, emotional stress
3379,Dizziness,Dizziness: do any of these make it better?, heat or sun exposure
3380,Dizziness,Dizziness: do any of these make it better?, recent surgery
3381,Dizziness,Dizziness: do any of these make it better?, recent injury
3382,Dizziness,Dizziness: do any of these make it better?, none of these
3383,Dizziness,Dizziness: are you drinking less fluids?, resting
3384,Dizziness,Dizziness: are you drinking less fluids?, standing
3385,Dizziness,Dizziness: are you drinking less fluids?, stretching
3386,Dizziness,Dizziness: are you drinking less fluids?, none of these
3387,Dizziness,Dizziness: have you fainted or passed out?, yes
3388,Dizziness,Dizziness: have you fainted or passed out?, no
3389,Dizziness,Dizziness: Did any of these trigger your fainting?, yes
3390,Dizziness,Dizziness: Did any of these trigger your fainting?, no
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
3403,Dizziness,"Dizziness: do you have pain, pressure or discomfort in your chest?", nausea
3404,Dizziness,"Dizziness: do you have pain, pressure or discomfort in your chest?", feeling faint
3405,Dizziness,"Dizziness: do you have pain, pressure or discomfort in your chest?", headache
3406,Dizziness,"Dizziness: do you have pain, pressure or discomfort in your chest?", none of these
3407,Dizziness,Dizziness: do you have trouble breathing or catching your breath?, yes
3408,Dizziness,Dizziness: do you have trouble breathing or catching your breath?, no 
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
3469,Drooping eyelid,"Drooping eyelid: does any part of your face feels numb, tingly or prickly?", just once
3470,Drooping eyelid,"Drooping eyelid: does any part of your face feels numb, tingly or prickly?", about once a day
3471,Drooping eyelid,"Drooping eyelid: does any part of your face feels numb, tingly or prickly?", couple of times a day
3472,Drooping eyelid,"Drooping eyelid: does any part of your face feels numb, tingly or prickly?", couple of times a week
3473,Drooping eyelid,"Drooping eyelid: does any part of your face feels numb, tingly or prickly?", happens all the time
3474,Drooping eyelid,"Drooping eyelid: does any part of your face feels numb, tingly or prickly?", i am not sure
3495,Drooping eyelid,"Drooping eyelid: is it getting better, worse, or staying the same?", one side
3496,Drooping eyelid,"Drooping eyelid: is it getting better, worse, or staying the same?", both sides
3497,Drooping eyelid,"Drooping eyelid: is it getting better, worse, or staying the same?", i am not sure
3549,Dry mucous membrane,Dry mucous membrane: when did it start?,Dry mucous membrane
3550,Dry mucous membrane,Dry mucous membrane: how dry do they feel?, today
3551,Dry mucous membrane,Dry mucous membrane: how dry do they feel?, in last week
3552,Dry mucous membrane,Dry mucous membrane: how dry do they feel?, in last month
3553,Dry mucous membrane,Dry mucous membrane: how dry do they feel?, 1-3 months ago
3554,Dry mucous membrane,Dry mucous membrane: how dry do they feel?, over 3 months ago  
3555,Dry mucous membrane,Dry mucous membrane: are you drinking less fluids?, somewhat dry
3556,Dry mucous membrane,Dry mucous membrane: are you drinking less fluids?, very dry
3557,Dry mucous membrane,Dry mucous membrane: are you drinking less fluids?, i am not sure 
3558,Dry mucous membrane,Dry mucous membrane: does your mouth feel dry?, yes
3559,Dry mucous membrane,Dry mucous membrane: does your mouth feel dry?, no 
3560,Dry mucous membrane,Dry mucous membrane: have you been vomiting?, yes
3561,Dry mucous membrane,Dry mucous membrane: have you been vomiting?, no
3562,Dry mucous membrane,Dry mucous membrane: did any of these trigger your vomiting?, yes
3563,Dry mucous membrane,Dry mucous membrane: did any of these trigger your vomiting?, no 
3564,Dry mucous membrane,Dry mucous membrane: how often are you vomiting?, dairy intake
3565,Dry mucous membrane,Dry mucous membrane: how often are you vomiting?, drinking fluids
3566,Dry mucous membrane,Dry mucous membrane: how often are you vomiting?, eating
3567,Dry mucous membrane,Dry mucous membrane: how often are you vomiting?, eating suspect food
3568,Dry mucous membrane,Dry mucous membrane: how often are you vomiting?, recent travel
3569,Dry mucous membrane,Dry mucous membrane: how often are you vomiting?, heat or sun exposure
3570,Dry mucous membrane,Dry mucous membrane: how often are you vomiting?, possible food allergy
3571,Dry mucous membrane,Dry mucous membrane: how often are you vomiting?, recent injury
3572,Dry mucous membrane,Dry mucous membrane: how often are you vomiting?, none of these
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
3583,Dry mucous membrane,Dry mucous membrane: do you have a headache? , dizziness
3584,Dry mucous membrane,Dry mucous membrane: do you have a headache? , fatigue
3585,Dry mucous membrane,Dry mucous membrane: do you have a headache? , abdominal pain
3586,Dry mucous membrane,Dry mucous membrane: do you have a headache? , none of these 
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
3605,Dry skin ,Dry skin : when did you first notice it?,Dry skin 
3606,Dry skin ,Dry skin : where does your skin feels dry?, today
3607,Dry skin ,Dry skin : where does your skin feels dry?, in last week
3608,Dry skin ,Dry skin : where does your skin feels dry?, in last month
3609,Dry skin ,Dry skin : where does your skin feels dry?, 1-3 months ago
3610,Dry skin ,Dry skin : where does your skin feels dry?, over 3 months ago
3611,Dry skin ,Dry skin : how dry is your skin?, head
3612,Dry skin ,Dry skin : how dry is your skin?, ear
3613,Dry skin ,Dry skin : how dry is your skin?, face
3614,Dry skin ,Dry skin : how dry is your skin?, arm
3615,Dry skin ,Dry skin : how dry is your skin?, entire hand
3616,Dry skin ,Dry skin : how dry is your skin?, whole body
3617,Dry skin ,Dry skin : how dry is your skin?, none of these 
3618,Dry skin ,Dry skin : are you drinking less fluids? , somewhat dry
3619,Dry skin ,Dry skin : are you drinking less fluids? , very dry
3620,Dry skin ,Dry skin : are you drinking less fluids? , i am not sure 
3621,Dry skin ,Dry skin : does your mouth feel dry?, yes
3622,Dry skin ,Dry skin : does your mouth feel dry?, no
3623,Dry skin ,Dry skin : have you been vomiting?, yes
3624,Dry skin ,Dry skin : have you been vomiting?, no 
3625,Dry skin ,Dry skin : have you fainted or passed out?, yes
3626,Dry skin ,Dry skin : have you fainted or passed out?, no 
3627,Dry skin ,Dry skin : do you have a fever?, yes
3628,Dry skin ,Dry skin : do you have a fever?, no 
3629,Dry skin ,Dry skin : do you have foot fungus?, yes
3630,Dry skin ,Dry skin : do you have foot fungus?, no 
3631,Dry skin ,Dry skin : do you have headache? , yes
3632,Dry skin ,Dry skin : do you have headache? , no
3633,Dry skin ,Dry skin : could any of these have triggered your symptoms? , yes
3634,Dry skin ,Dry skin : could any of these have triggered your symptoms? , no  
3636,Ear discharge,Ear discharge: When did it start?,Ear discharge
3637,Ear discharge,Ear discharge: Is it one ear or both?, Today
3638,Ear discharge,Ear discharge: Is it one ear or both?, In the last week
3639,Ear discharge,Ear discharge: Is it one ear or both?, In the last month
3640,Ear discharge,Ear discharge: Is it one ear or both?, 1-3 months ago
3641,Ear discharge,Ear discharge: Is it one ear or both?, Over 3 months ago
3642,Ear discharge,Ear discharge: Is it one ear or both?, Years ago
3643,Ear discharge,Ear discharge: Did cleaning out your ear trigger the dicharge?, One ear
3644,Ear discharge,Ear discharge: Did cleaning out your ear trigger the dicharge?, Both ears
3645,Ear discharge,Ear discharge: Did cleaning out your ear trigger the dicharge?, I'm not sure
3646,Ear discharge,Ear discharge: Did it start gradually or suddenly?, Yes/No
3647,Ear discharge,Ear discharge: Do you have any ear pain?, Suddenly
3648,Ear discharge,Ear discharge: Do you have any ear pain?, Gradually
3649,Ear discharge,Ear discharge: Do you have any ear pain?, I'm not sure
3650,Ear discharge,Ear discharge: Does one ear hurt or do both hurt?, Yes/No
3651,Ear discharge,Ear discharge: Could any of these have triggered your symptom?, One ear
3652,Ear discharge,Ear discharge: Could any of these have triggered your symptom?, Both ears
3653,Ear discharge,Ear discharge: Could any of these have triggered your symptom?, I'm not sure
3654,Ear discharge,Ear discharge: How much pain is it causing you?, Dental procedure
3655,Ear discharge,Ear discharge: How much pain is it causing you?, Ear canal cleaning
3656,Ear discharge,Ear discharge: How much pain is it causing you?, Recent surgery
3657,Ear discharge,Ear discharge: How much pain is it causing you?, Recent injury
3658,Ear discharge,Ear discharge: How much pain is it causing you?, Swimming
3659,Ear discharge,Ear discharge: How much pain is it causing you?, None of the above
3660,Ear discharge,Ear discharge: What makes it worse? , Mild pain
3661,Ear discharge,Ear discharge: What makes it worse? , Severe pain
3662,Ear discharge,Ear discharge: What makes it worse? , It wakes me at night
3663,Ear discharge,Ear discharge: What makes it worse? , I'm not sure
3664,Ear discharge,Ear discharge: Do any of these describe your ear pain?, Changing position
3665,Ear discharge,Ear discharge: Do any of these describe your ear pain?, Chewing
3666,Ear discharge,Ear discharge: Do any of these describe your ear pain?, Exposure to cold
3667,Ear discharge,Ear discharge: Do any of these describe your ear pain?, Exposure to sound
3668,Ear discharge,Ear discharge: Do any of these describe your ear pain?, None of the above
3669,Ear discharge,Ear discharge: Do your ears feel clogged or blocked?, Burning
3670,Ear discharge,Ear discharge: Do your ears feel clogged or blocked?, Persistent
3671,Ear discharge,Ear discharge: Do your ears feel clogged or blocked?, Pinpoint
3672,Ear discharge,Ear discharge: Do your ears feel clogged or blocked?, Pressuring
3673,Ear discharge,Ear discharge: Do your ears feel clogged or blocked?, None of the above
3674,Ear discharge,Ear discharge: Did either of these trigger your plugged ears?, Yes/No 
3675,Ear discharge,Ear discharge: Do you have a runny nose?, Recent travel
3676,Ear discharge,Ear discharge: Do you have a runny nose?, Swimming
3677,Ear discharge,Ear discharge: Do you have a runny nose?, None of the above
,,,
,,,
,,,
,,,
,,,
3683,Ear discharge,Ear discharge: Are you feeling dizzy?, Ringing in ears
3684,Ear discharge,Ear discharge: Are you feeling dizzy?, Recent travel or flying
3685,Ear discharge,Ear discharge: Are you feeling dizzy?, Ear pressure
3686,Ear discharge,Ear discharge: Are you feeling dizzy?, None of the above
,,,
,,,
,,,
,,,
3788,Goiter,"Goiter: does you heart race, flutter or skip beats while you're at rest?",Goiter
3789,Goiter,Goiter: do you feel cold?, yes
3790,Goiter,Goiter: do you feel cold?, no 
3791,Goiter,Goiter: what part of your body feels cold?, yes
3792,Goiter,Goiter: what part of your body feels cold?, no 
3793,Goiter,Goiter: how severe is it?, arm
3794,Goiter,Goiter: how severe is it?, entire hand
3795,Goiter,Goiter: how severe is it?, fingers
3796,Goiter,Goiter: how severe is it?, legs
3797,Goiter,Goiter: how severe is it?, whole body
3798,Goiter,Goiter: how severe is it?, none of these 
3799,Goiter,Goiter: is it worse at a particular time? , mild
3800,Goiter,Goiter: is it worse at a particular time? , severe
3801,Goiter,Goiter: is it worse at a particular time? , i am not sure 
3802,Goiter,Goiter: have you unexpectedly gained weight?, in morning
3803,Goiter,Goiter: have you unexpectedly gained weight?, midday
3804,Goiter,Goiter: have you unexpectedly gained weight?, in evening
3805,Goiter,Goiter: have you unexpectedly gained weight?, at night time
3806,Goiter,Goiter: have you unexpectedly gained weight?, a specific time of year
3807,Goiter,Goiter: have you unexpectedly gained weight?, none of these 
,,,
,,,
3810,Goiter,"Goiter: is your arm or any other part quivering, trembling or slightly shaking?", fatigue
3811,Goiter,"Goiter: is your arm or any other part quivering, trembling or slightly shaking?", constipation
3812,Goiter,"Goiter: is your arm or any other part quivering, trembling or slightly shaking?", insomnia
3813,Goiter,"Goiter: is your arm or any other part quivering, trembling or slightly shaking?", none of these
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
3828,Goiter,Goiter: is skin over your joint red?, malaise
3829,Goiter,Goiter: is skin over your joint red?, joint pain
3830,Goiter,Goiter: is skin over your joint red?, decreased appetite 
3831,Goiter,Goiter: are your joints unusually stiff in the morning?, yes
3832,Goiter,Goiter: are your joints unusually stiff in the morning?, no 
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
3938,groin pain,groin pain: do you need to urinate much more often than usual?, constipation
3939,groin pain,groin pain: do you need to urinate much more often than usual?, urinary urgency
3940,groin pain,groin pain: do you need to urinate much more often than usual?, perineal pain
3941,groin pain,groin pain: do you need to urinate much more often than usual?, none of these 
,,,
,,,
3944,groin pain,"groin pain: do you have any sores, bumps or lesions on or around your penis?", penile pain
3945,groin pain,"groin pain: do you have any sores, bumps or lesions on or around your penis?", penile discharge
3946,groin pain,"groin pain: do you have any sores, bumps or lesions on or around your penis?", chills
3947,groin pain,"groin pain: do you have any sores, bumps or lesions on or around your penis?", none of these 
,,,
,,,
3950,groin swelling,groin swelling: when did it start?,groin swelling
3951,groin swelling,groin swelling: is your groin swelling on one side or both?, today
3952,groin swelling,groin swelling: is your groin swelling on one side or both?, in last week
3953,groin swelling,groin swelling: is your groin swelling on one side or both?, in last month
3954,groin swelling,groin swelling: is your groin swelling on one side or both?, 1-3 months ago
3955,groin swelling,groin swelling: is your groin swelling on one side or both?, over 3 months ago
3956,groin swelling,groin swelling: is your groin swelling on one side or both?, years ago
3957,groin swelling,groin swelling: do you have pain or discomfort in your abdomen?, one side
3958,groin swelling,groin swelling: do you have pain or discomfort in your abdomen?, both sides
3959,groin swelling,groin swelling: do you have pain or discomfort in your abdomen?, i am not sure
3960,groin swelling,groin swelling: which side is bothering you most?, yes
3961,groin swelling,groin swelling: which side is bothering you most?, no 
3962,groin swelling,groin swelling: how uncomfortable do you feel?, right
3963,groin swelling,groin swelling: how uncomfortable do you feel?, left
3964,groin swelling,groin swelling: how uncomfortable do you feel?, both sides
3965,groin swelling,groin swelling: how uncomfortable do you feel?, i am not sure 
3966,groin swelling,groin swelling: what makes it worse?, fairly mild
3967,groin swelling,groin swelling: what makes it worse?, intense
3968,groin swelling,groin swelling: what makes it worse?, it wakes me at night
3969,groin swelling,groin swelling: what makes it worse?, i am not sure 
3970,groin swelling,groin swelling: do any of these describe it?, changing positions
3971,groin swelling,groin swelling: do any of these describe it?, cough
3972,groin swelling,groin swelling: do any of these describe it?, deep breathing
3973,groin swelling,groin swelling: do any of these describe it?, eating
3974,groin swelling,groin swelling: do any of these describe it?, exposure to cold
3975,groin swelling,groin swelling: do any of these describe it?, going to the bathroom
3976,groin swelling,groin swelling: do any of these describe it?, hunger
3977,groin swelling,groin swelling: do any of these describe it?, lying down
3978,groin swelling,groin swelling: do any of these describe it?, physical activity
3979,groin swelling,groin swelling: do any of these describe it?, pressing on area
3980,groin swelling,groin swelling: do any of these describe it?, sitting down
3981,groin swelling,groin swelling: do any of these describe it?, standing
3982,groin swelling,groin swelling: do any of these describe it?, walking
3983,groin swelling,groin swelling: do any of these describe it?, none of these   
3984,groin swelling,groin swelling: are your stools loose or watery?, belt like
3985,groin swelling,groin swelling: are your stools loose or watery?, burning
3986,groin swelling,groin swelling: are your stools loose or watery?, colicky
3987,groin swelling,groin swelling: are your stools loose or watery?, crampy
3988,groin swelling,groin swelling: are your stools loose or watery?, pinpoint
3989,groin swelling,groin swelling: are your stools loose or watery?, pressuring
3990,groin swelling,groin swelling: are your stools loose or watery?, sharp
3991,groin swelling,groin swelling: are your stools loose or watery?, stabbing
3992,groin swelling,groin swelling: are your stools loose or watery?, vague
3993,groin swelling,groin swelling: are your stools loose or watery?, none of these 
3994,groin swelling,groin swelling: are you constipated or have difficultymoving your bowels?, yes
3995,groin swelling,groin swelling: are you constipated or have difficultymoving your bowels?, no 
3996,groin swelling,groin swelling: do you have burning sensation or pain during or after peeing?, yes
3997,groin swelling,groin swelling: do you have burning sensation or pain during or after peeing?, no
3998,groin swelling,groin swelling: how severe would you say it is?, yes
3999,groin swelling,groin swelling: how severe would you say it is?, no  
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
4018,groin swelling,"groin swelling: do you have pain, pressure or discomfort in your chest?", insect bite
4019,groin swelling,"groin swelling: do you have pain, pressure or discomfort in your chest?", calf swelling
4020,groin swelling,"groin swelling: do you have pain, pressure or discomfort in your chest?", hand swelling
4021,groin swelling,"groin swelling: do you have pain, pressure or discomfort in your chest?", none of these
4022,groin swelling,groin swelling: do you have trouble breathing or catching your breath?, yes
4023,groin swelling,groin swelling: do you have trouble breathing or catching your breath?, no  
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
4127,Goiter,"Goiter: does you heart race, flutter or skip beats while you're at rest?",Goiter
4132,Goiter,"Goiter: is your arm quivering, trembling, or slightly shaking?", yes
4133,Goiter,"Goiter: is your arm quivering, trembling, or slightly shaking?", no 
