,Unnamed: 0,SYMPTOM INPUTS,QUESTIONS ASKED,OPTIONS GIVEN
1143,2343.0,Calf Pain,Calf Pain:) How severe is this pain?,Calf Pain: I am not sure
1144,2344.0,Calf Pain,Calf Pain:) Do any of these make it better?,Calf Pain: mild
1145,2345.0,Calf Pain,Calf Pain:) Do any of these make it better?,Calf Pain: severe
1146,2346.0,Calf Pain,Calf Pain:) Do any of these make it better?,Calf Pain: it works at me night
1147,2347.0,Calf Pain,Calf Pain:) Do any of these make it better?,Calf Pain: i am not sure
1148,2348.0,Calf Pain,Calf Pain:) Do either of these describe it ? ,Calf Pain: laying down
1149,2349.0,Calf Pain,Calf Pain:) Do either of these describe it ? ,Calf Pain:resting
1150,2350.0,Calf Pain,Calf Pain:) Do either of these describe it ? ,Calf Pain:sitting down
1151,2351.0,Calf Pain,Calf Pain:) Do either of these describe it ? ,Calf Pain:standing
1152,2352.0,Calf Pain,Calf Pain:) Do either of these describe it ? ,Calf Pain:stretching
1153,2353.0,Calf Pain,Calf Pain:) Do either of these describe it ? ,Calf Pain: none of above
1154,2354.0,Calf Pain,Calf Pain:) is this pain raditing ti your thigh?,Calf Pain: burning
1155,2355.0,Calf Pain,Calf Pain:) is this pain raditing ti your thigh?,Calf Pain: sherp
1156,2356.0,Calf Pain,Calf Pain:) is this pain raditing ti your thigh?,Calf Pain: none of above
1157,2357.0,Calf Pain,Calf Pain:) Did it start gradually or suddenly?,Calf Pain: Yes/No
1158,2358.0,Calf Pain,"Calf Pain:) Is it getting better,worse,or staying the same?",Calf Pain: suddenly
1159,2359.0,Calf Pain,"Calf Pain:) Is it getting better,worse,or staying the same?",Calf Pain:gradually
1160,2360.0,Calf Pain,"Calf Pain:) Is it getting better,worse,or staying the same?",Calf Pain: i am not sure
1161,2361.0,Calf Pain,Calf Pain:) i have more questions for you but before we get to that can you think of another ,Calf Pain: improving
1162,2362.0,Calf Pain,Calf Pain:) i have more questions for you but before we get to that can you think of another ,Calf Pain:worsening
1163,2363.0,Calf Pain,Calf Pain:) i have more questions for you but before we get to that can you think of another ,Calf Pain: the same
1164,2364.0,Calf Pain,Calf Pain:) i have more questions for you but before we get to that can you think of another ,Calf Pain: I am not sure
1165,2365.0,Calf Pain,Calf Pain:related symptom?,Calf Pain: Yes/No
1166,2366.0,Calf Pain,Calf Pain:)Do you have pain pressure of discomfort in chest?,Calf Pain: Yes/No
1167,2367.0,Calf Pain,Calf Pain:) Do you have trouble breathing or catching your breath?,Calf Pain: Yes/No
1168,2368.0,Calf Pain,"Calf Pain:) are either of your calves swollen, puffy, or enlarged?",Calf Pain: yes/no
1169,2369.0,Calf Pain,Calf Pain:) is your back hurting more than usual?,Calf Pain: Yes/No
1170,2370.0,Calf Pain,Calf Pain:) do you have pain anywhere in your leg?,Calf Pain: yes/no
1171,2371.0,Calf Pain,Calf Pain:) do you have fever?,Calf Pain: yes/no
1172,2372.0,Calf Pain,Calf Pain:) do you get sensation of numbness tingling or prickling in either of your feet?,Calf Pain: yes/no
1173,2373.0,Calf Pain,Calf Pain:) do you have pain on the side of your body ( the area between your rib cageand hip bone?,Calf Pain: Yes/no
1174,2374.0,Calf Pain,Calf Pain:) have you been diagnosed with high blood pressure by doctor?,Calf Pain: Yes/No
1175,2375.0,Calf Pain,Calf Pain:) have yyou been diagnosed with Diabetes ( type ) by a doctor?,Calf Pain: yes/no
1176,,,,
1177,,,,
1178,,,,
1179,,,,
1180,,,,
1181,,,,
1182,,,,
1183,,,,
1184,2385.0,Chest pain,Chest pain: when does it starts?,Chest pain:Chest pain
1185,2386.0,Chest pain,Chest pain:select the are where you fill pain in the diagram,Chest pain:today
1186,2387.0,Chest pain,Chest pain:select the are where you fill pain in the diagram,Chest pain:in the last week
1187,2388.0,Chest pain,Chest pain:select the are where you fill pain in the diagram,Chest pain:in the last month
1188,2389.0,Chest pain,Chest pain:select the are where you fill pain in the diagram,Chest pain:1-3 months ago
1189,2390.0,Chest pain,Chest pain:select the are where you fill pain in the diagram,Chest pain:over 3 months ago
1190,2391.0,Chest pain,Chest pain: do any of these make pain worst?,Chest pain: diagram of whole chest is given / i am not sure
1191,2392.0,Chest pain,Chest pain:did any of these trigger your chest pain?,Chest pain:arm movement
1192,2393.0,Chest pain,Chest pain:did any of these trigger your chest pain?,Chest pain:changing position
1193,2394.0,Chest pain,Chest pain:did any of these trigger your chest pain?,Chest pain:climbing stairs
1194,2395.0,Chest pain,Chest pain:did any of these trigger your chest pain?,Chest pain:cough
1195,2396.0,Chest pain,Chest pain:did any of these trigger your chest pain?,Chest pain:deep breathing
1196,2397.0,Chest pain,Chest pain:did any of these trigger your chest pain?,Chest pain:eating
1197,2398.0,Chest pain,Chest pain:did any of these trigger your chest pain?,Chest pain:laying down
1198,2399.0,Chest pain,Chest pain:did any of these trigger your chest pain?,Chest pain:physicial activity
1199,2400.0,Chest pain,Chest pain:did any of these trigger your chest pain?,Chest pain:sitting down
1200,2401.0,Chest pain,Chest pain:did any of these trigger your chest pain?,Chest pain:swallowing
1201,2403.0,Chest pain,Chest pain: is one side of chest bothering you more?,Chest pain:walking
1202,2404.0,Chest pain,Chest pain: do any of these relieve your pain?,Chest pain:eating
1203,2405.0,Chest pain,Chest pain: do any of these relieve your pain?,Chest pain:emotional stress
1204,2406.0,Chest pain,Chest pain: do any of these relieve your pain?,Chest pain:recent travel
1205,2407.0,Chest pain,Chest pain: do any of these relieve your pain?,Chest pain:pregnancy
1206,2408.0,Chest pain,Chest pain: do any of these relieve your pain?,Chest pain:recent injury
1207,2409.0,Chest pain,Chest pain: do any of these relieve your pain?,Chest pain:none of above
1208,2410.0,Chest pain,Chest pain: does your chest pain radiate anywhere?,Chest pain: yes the right side
1209,2411.0,Chest pain,Chest pain: does your chest pain radiate anywhere?,Chest pain:left side
1210,2412.0,Chest pain,Chest pain: does your chest pain radiate anywhere?,Chest pain:both sides
1211,2413.0,Chest pain,Chest pain: does your chest pain radiate anywhere?,Chest pain:i am not sure
1212,2414.0,Chest pain,Chest pain: do any of these describe your chest pain?,Chest pain: applying heat
1213,2415.0,Chest pain,Chest pain: do any of these describe your chest pain?,Chest pain:eating
1214,2416.0,Chest pain,Chest pain: do any of these describe your chest pain?,Chest pain:resting
1215,2417.0,Chest pain,Chest pain: do any of these describe your chest pain?,Chest pain:streatching
1216,2418.0,Chest pain,Chest pain: do any of these describe your chest pain?,Chest pain:none of above
1217,2419.0,Chest pain,Chest pain: how intense is your chest pain? ,Chest pain: head
1218,2420.0,Chest pain,Chest pain: how intense is your chest pain? ,Chest pain:jaw
1219,2421.0,Chest pain,Chest pain: how intense is your chest pain? ,Chest pain:throat
1220,2422.0,Chest pain,Chest pain: how intense is your chest pain? ,Chest pain:neck
1221,2423.0,Chest pain,Chest pain: how intense is your chest pain? ,Chest pain:shoulder
1222,2424.0,Chest pain,Chest pain: how intense is your chest pain? ,Chest pain:shoulder blade
1223,2425.0,Chest pain,Chest pain: how intense is your chest pain? ,Chest pain:hand or fingers
1224,2426.0,Chest pain,Chest pain: how intense is your chest pain? ,Chest pain:arm
1225,2427.0,Chest pain,Chest pain: how intense is your chest pain? ,Chest pain:abdomen
1226,2428.0,Chest pain,Chest pain: how intense is your chest pain? ,Chest pain:back
1227,2429.0,Chest pain,Chest pain: did your chest pain starts suddenly?,Chest pain: beltlike
1228,2430.0,Chest pain,Chest pain: did your chest pain starts suddenly?,Chest pain: burning
1229,2431.0,Chest pain,Chest pain: did your chest pain starts suddenly?,Chest pain:cramps
1230,2432.0,Chest pain,Chest pain: did your chest pain starts suddenly?,Chest pain:pressuring
1231,2433.0,Chest pain,Chest pain: did your chest pain starts suddenly?,Chest pain:sharp
1232,2434.0,Chest pain,Chest pain: did your chest pain starts suddenly?,Chest pain:stabbing
1233,2435.0,Chest pain,Chest pain: did your chest pain starts suddenly?,Chest pain:vague
1234,2436.0,Chest pain,Chest pain: do you have trouble in breathig?,Chest pain: its berable
1235,2437.0,Chest pain,Chest pain: do you have trouble in breathig?,Chest pain:vary painful
1236,2438.0,Chest pain,Chest pain: do you have trouble in breathig?,Chest pain:wake me at night
1237,2439.0,Chest pain,Chest pain: do you have trouble in breathig?,Chest pain:i am not sure
1238,2440.0,Chest pain,Chest pain:have you ever been diagnosed by ischemic or coronary heart disease?,Chest pain: no it was gradual
1239,2441.0,Chest pain,Chest pain:have you ever been diagnosed by ischemic or coronary heart disease?,Chest pain: yes it did
1240,2442.0,Chest pain,Chest pain:have you ever been diagnosed by ischemic or coronary heart disease?,Chest pain: i am not sure
1241,2443.0,Chest pain,Chest pain: do you have pain in your ribs?,Chest pain: yes/ no
1242,2444.0,Chest pain,"Chest pain: are you feeling anxious, worried, or fearful?",Chest pain: yes/ no
1243,2445.0,Chest pain,"Chest pain: does your heart race, skip a beat while reasting?",Chest pain: yes/ no
1244,2446.0,Chest pain,Chest pain: are you breathing much faster then usual?,Chest pain: yes/ no 
1245,2447.0,Chest pain,Chest pain: have you been significantly more tired then usual?,Chest pain: yes/ no
1246,2448.0,Chest pain,Chest pain: do you smoke?,Chest pain: yes/ no
1247,2449.0,Chest pain,Chest pain: do you have a fever?,Chest pain: yes/ no 
1248,2490.0,Decreased hearing,"Decreased hearing: is it getting better, worse, or staying the same?",Decreased hearing: suddenly
1249,2491.0,Decreased hearing,"Decreased hearing: is it getting better, worse, or staying the same?",Decreased hearing: gradually
1250,2492.0,Decreased hearing,"Decreased hearing: is it getting better, worse, or staying the same?",Decreased hearing: i am not sure  
1251,,,,
1252,,,,
1253,,,,
1254,,,,
1255,,,,
1256,,,,
1257,,,,
1258,,,,
1259,,,,
1260,,,,
1261,,,,
1262,2813.0,Decreased vision ,Decreased vision : when did it start?,Decreased vision :Decreased vision 
1263,2814.0,Decreased vision ,Decreased vision : do either of these describe it?,Decreased vision : in last month
1264,2815.0,Decreased vision ,Decreased vision : do either of these describe it?,Decreased vision : 1- 3 months ago
1265,2816.0,Decreased vision ,Decreased vision : do either of these describe it?,Decreased vision : over 3 months
1266,2817.0,Decreased vision ,Decreased vision : do either of these describe it?,Decreased vision : years ago
1267,2818.0,Decreased vision ,Decreased vision : how severe would you say it is?,Decreased vision : loss of near vision
1268,2819.0,Decreased vision ,Decreased vision : how severe would you say it is?,Decreased vision : loss of distance vision
1269,2820.0,Decreased vision ,Decreased vision : how severe would you say it is?,Decreased vision : none of these 
1270,2821.0,Decreased vision ,Decreased vision : is your vision worse in one eye or both eyes?,Decreased vision : mild
1271,2822.0,Decreased vision ,Decreased vision : is your vision worse in one eye or both eyes?,Decreased vision : severe 
1272,2823.0,Decreased vision ,Decreased vision : is your vision worse in one eye or both eyes?,Decreased vision : i am not sure
1273,2824.0,Decreased vision ,Decreased vision : does it usually happen at a particular time?,Decreased vision : affects one eye
1274,2825.0,Decreased vision ,Decreased vision : does it usually happen at a particular time?,Decreased vision : affects both eyes
1275,2826.0,Decreased vision ,Decreased vision : does it usually happen at a particular time?,Decreased vision : i am not sure 
1276,2827.0,Decreased vision ,Decreased vision : do your eyes feel particularly dry?,Decreased vision : in morning
1277,2828.0,Decreased vision ,Decreased vision : do your eyes feel particularly dry?,Decreased vision : midday
1278,2829.0,Decreased vision ,Decreased vision : do your eyes feel particularly dry?,Decreased vision : in evening
1279,2830.0,Decreased vision ,Decreased vision : do your eyes feel particularly dry?,Decreased vision : at night time
1280,2831.0,Decreased vision ,Decreased vision : do your eyes feel particularly dry?,Decreased vision : none of these 
1281,2832.0,Decreased vision ,Decreased vision : is one eye or both eyes bothering you?,Decreased vision : yes
1282,2833.0,Decreased vision ,Decreased vision : is one eye or both eyes bothering you?,Decreased vision : no
1283,2834.0,Decreased vision ,Decreased vision : how dry do your eyes feel?,Decreased vision : one eye
1284,2835.0,Decreased vision ,Decreased vision : how dry do your eyes feel?,Decreased vision : both eyes
1285,2836.0,Decreased vision ,Decreased vision : how dry do your eyes feel?,Decreased vision : i am not sure 
1286,2837.0,Decreased vision ,"Decreased vision : is it getting better, worse or staying the same?",Decreased vision : somewhat dry
1287,2838.0,Decreased vision ,"Decreased vision : is it getting better, worse or staying the same?",Decreased vision : very dry
1288,2839.0,Decreased vision ,"Decreased vision : is it getting better, worse or staying the same?",Decreased vision : i am not sure 
1289,2840.0,Decreased vision ,Decreased vision : do you have any eye pain?,Decreased vision : improving
1290,2841.0,Decreased vision ,Decreased vision : do you have any eye pain?,Decreased vision : worsening
1291,2842.0,Decreased vision ,Decreased vision : do you have any eye pain?,Decreased vision : the same
1292,2843.0,Decreased vision ,Decreased vision : do you have any eye pain?,Decreased vision : i am not sure 
1293,2844.0,Decreased vision ,Decreased vision : do you think any of these triggered your eye pain?,Decreased vision : yes
1294,2845.0,Decreased vision ,Decreased vision : do you think any of these triggered your eye pain?,Decreased vision : no
1295,2846.0,Decreased vision ,Decreased vision : do any of these describe your pain?,Decreased vision : contact with allergen
1296,2847.0,Decreased vision ,Decreased vision : do any of these describe your pain?,Decreased vision : got something in eye
1297,2848.0,Decreased vision ,Decreased vision : do any of these describe your pain?,Decreased vision : possible food allergy
1298,2849.0,Decreased vision ,Decreased vision : do any of these describe your pain?,Decreased vision : recent surgery
1299,2850.0,Decreased vision ,Decreased vision : do any of these describe your pain?,Decreased vision : recent injury
1300,2851.0,Decreased vision ,Decreased vision : do any of these describe your pain?,Decreased vision : scratch
1301,2852.0,Decreased vision ,Decreased vision : do any of these describe your pain?,Decreased vision : none of these 
1302,2853.0,Decreased vision ,Decreased vision : are either of your eyes red?,Decreased vision : burning
1303,2854.0,Decreased vision ,Decreased vision : are either of your eyes red?,Decreased vision : pressuring
1304,2855.0,Decreased vision ,Decreased vision : are either of your eyes red?,Decreased vision : sharp
1305,2856.0,Decreased vision ,Decreased vision : are either of your eyes red?,Decreased vision : stabbing
1306,2857.0,Decreased vision ,Decreased vision : are either of your eyes red?,Decreased vision : none of these 
1307,,,,
1308,,,,
1309,,,,
1310,,,,
1311,,,,
1312,,,,
1313,,,,
1314,,,,
1315,,,,
1316,2906.0,Dental pain,"Dental pain: is it getting better, worse, or staying the same?",Dental pain: eating
1317,2907.0,Dental pain,"Dental pain: is it getting better, worse, or staying the same?",Dental pain: pressing on area
1318,2908.0,Dental pain,"Dental pain: is it getting better, worse, or staying the same?",Dental pain: none of these 
1319,,,,
1320,,,,
1321,,,,
1322,,,,
1323,3197.0,Difficulty urinating,Difficulty urinating: how long has urinary hesitancy been a problem?,Difficulty urinating:Difficulty urinating
1324,3198.0,Difficulty urinating,Difficulty urinating: is it getting more difficult to urinate?,Difficulty urinating: today
1325,3199.0,Difficulty urinating,Difficulty urinating: is it getting more difficult to urinate?,Difficulty urinating: last week
1326,3200.0,Difficulty urinating,Difficulty urinating: is it getting more difficult to urinate?,Difficulty urinating: in last month
1327,3201.0,Difficulty urinating,Difficulty urinating: is it getting more difficult to urinate?,Difficulty urinating: 1-3 months ago
1328,3202.0,Difficulty urinating,Difficulty urinating: is it getting more difficult to urinate?,Difficulty urinating: over 3 months
1329,3203.0,Difficulty urinating,Difficulty urinating: is it getting more difficult to urinate?,Difficulty urinating: years ago 
1330,3204.0,Difficulty urinating,Difficulty urinating: did it start gradually or suddenly?,Difficulty urinating: its getting easier
1331,3205.0,Difficulty urinating,Difficulty urinating: did it start gradually or suddenly?,Difficulty urinating: its getting more difficult
1332,3206.0,Difficulty urinating,Difficulty urinating: did it start gradually or suddenly?,Difficulty urinating: its staying the same
1333,3207.0,Difficulty urinating,Difficulty urinating: did it start gradually or suddenly?,Difficulty urinating: i am not sure 
1334,3208.0,Difficulty urinating,Difficulty urinating: do you have pain in the side of your body?,Difficulty urinating: suddenly
1335,3209.0,Difficulty urinating,Difficulty urinating: do you have pain in the side of your body?,Difficulty urinating: gradually
1336,3210.0,Difficulty urinating,Difficulty urinating: do you have pain in the side of your body?,Difficulty urinating: i am not sure 
1337,3211.0,Difficulty urinating,Difficulty urinating: does one flank hurt or do both hurt?,Difficulty urinating: yes
1338,3212.0,Difficulty urinating,Difficulty urinating: does one flank hurt or do both hurt?,Difficulty urinating: no 
1339,3213.0,Difficulty urinating,Difficulty urinating: what makes it worse? ,Difficulty urinating: one flank
1340,3214.0,Difficulty urinating,Difficulty urinating: what makes it worse? ,Difficulty urinating: both flanks
1341,3215.0,Difficulty urinating,Difficulty urinating: what makes it worse? ,Difficulty urinating: i am not sure 
1342,3216.0,Difficulty urinating,Difficulty urinating: how intense is the pain?,Difficulty urinating: changing positions
1343,3217.0,Difficulty urinating,Difficulty urinating: how intense is the pain?,Difficulty urinating: climbing stairs
1344,3218.0,Difficulty urinating,Difficulty urinating: how intense is the pain?,Difficulty urinating: cough
1345,3219.0,Difficulty urinating,Difficulty urinating: how intense is the pain?,Difficulty urinating: deep breathing
1346,3220.0,Difficulty urinating,Difficulty urinating: how intense is the pain?,Difficulty urinating: lying down
1347,3221.0,Difficulty urinating,Difficulty urinating: how intense is the pain?,Difficulty urinating: physical activity
1348,3222.0,Difficulty urinating,Difficulty urinating: how intense is the pain?,Difficulty urinating: sitting down
1349,3223.0,Difficulty urinating,Difficulty urinating: how intense is the pain?,Difficulty urinating: standing
1350,3224.0,Difficulty urinating,Difficulty urinating: how intense is the pain?,Difficulty urinating: walking
1351,3225.0,Difficulty urinating,Difficulty urinating: how intense is the pain?,Difficulty urinating: none of these 
1352,3226.0,Difficulty urinating,Difficulty urinating: does the pain radiate to any of these areas?,Difficulty urinating: somewhat painful
1353,3227.0,Difficulty urinating,Difficulty urinating: does the pain radiate to any of these areas?,Difficulty urinating: extremely painful
1354,3228.0,Difficulty urinating,Difficulty urinating: does the pain radiate to any of these areas?,Difficulty urinating: it wakes me at night
1355,3229.0,Difficulty urinating,Difficulty urinating: does the pain radiate to any of these areas?,Difficulty urinating: i am not sure 
1356,3230.0,Difficulty urinating,Difficulty urinating: did any of these trigger your flank?,Difficulty urinating: chest
1357,3231.0,Difficulty urinating,Difficulty urinating: did any of these trigger your flank?,Difficulty urinating: abdomen
1358,3232.0,Difficulty urinating,Difficulty urinating: did any of these trigger your flank?,Difficulty urinating: back
1359,3233.0,Difficulty urinating,Difficulty urinating: did any of these trigger your flank?,Difficulty urinating: buttocks
1360,3234.0,Difficulty urinating,Difficulty urinating: did any of these trigger your flank?,Difficulty urinating: groin
1361,3235.0,Difficulty urinating,Difficulty urinating: did any of these trigger your flank?,Difficulty urinating: legs
1362,3236.0,Difficulty urinating,Difficulty urinating: did any of these trigger your flank?,Difficulty urinating: thigh
1363,3237.0,Difficulty urinating,Difficulty urinating: did any of these trigger your flank?,Difficulty urinating: none of these 
1364,3238.0,Difficulty urinating,Difficulty urinating: do you have a burning sensation or pain during or after peeing?,Difficulty urinating: dairy intake
1365,3239.0,Difficulty urinating,Difficulty urinating: do you have a burning sensation or pain during or after peeing?,Difficulty urinating: drinking fluids
1366,3240.0,Difficulty urinating,Difficulty urinating: do you have a burning sensation or pain during or after peeing?,Difficulty urinating: eating
1367,3241.0,Difficulty urinating,Difficulty urinating: do you have a burning sensation or pain during or after peeing?,Difficulty urinating: recent childbirth
1368,3242.0,Difficulty urinating,Difficulty urinating: do you have a burning sensation or pain during or after peeing?,Difficulty urinating: recent surgery
1369,3243.0,Difficulty urinating,Difficulty urinating: do you have a burning sensation or pain during or after peeing?,Difficulty urinating: recent injury
1370,3244.0,Difficulty urinating,Difficulty urinating: do you have a burning sensation or pain during or after peeing?,Difficulty urinating: none of these 
1371,3245.0,Difficulty urinating,Difficulty urinating: how severe would you say it is?,Difficulty urinating: yes
1372,3246.0,Difficulty urinating,Difficulty urinating: how severe would you say it is?,Difficulty urinating: no 
1373,,,,
1374,,,,
1375,,,,
1376,,,,
1377,,,,
1378,,,,
1379,,,,
1380,,,,
1381,,,,
1382,,,,
1383,,,,
1384,,,,
1385,,,,
1386,,,,
1387,,,,
1388,,,,
1389,,,,
1390,,,,
1391,,,,
1392,,,,
1393,,,,
1394,,,,
1395,,,,
1396,,,,
1397,,,,
1398,,,,
1399,,,,
1400,,,,
1401,,,,
1402,,,,
1403,3277.0,Difficulty urinating,Difficulty urinating: how long has urinary hesitancy been a problem?,Difficulty urinating:Difficulty urinating
1404,3278.0,Difficulty urinating,Difficulty urinating: did it start gradually or suddenly?,Difficulty urinating: today
1405,3279.0,Difficulty urinating,Difficulty urinating: did it start gradually or suddenly?,Difficulty urinating: last week
1406,3280.0,Difficulty urinating,Difficulty urinating: did it start gradually or suddenly?,Difficulty urinating: in last month
1407,3281.0,Difficulty urinating,Difficulty urinating: did it start gradually or suddenly?,Difficulty urinating: 1-3 months ago
1408,3282.0,Difficulty urinating,Difficulty urinating: did it start gradually or suddenly?,Difficulty urinating: over 3 months
1409,3283.0,Difficulty urinating,Difficulty urinating: did it start gradually or suddenly?,Difficulty urinating: years ago 
1410,3284.0,Difficulty urinating,Difficulty urinating:  is it getting more difficult to urinate?,Difficulty urinating: suddenly
1411,3285.0,Difficulty urinating,Difficulty urinating:  is it getting more difficult to urinate?,Difficulty urinating: gradually
1412,3286.0,Difficulty urinating,Difficulty urinating:  is it getting more difficult to urinate?,Difficulty urinating: i am not sure 
1413,3287.0,Difficulty urinating,Difficulty urinating: do you have pain in the side of your body?,Difficulty urinating: its getting easier
1414,3288.0,Difficulty urinating,Difficulty urinating: do you have pain in the side of your body?,Difficulty urinating: its getting more difficult
1415,3289.0,Difficulty urinating,Difficulty urinating: do you have pain in the side of your body?,Difficulty urinating: its staying the same
1416,3290.0,Difficulty urinating,Difficulty urinating: do you have pain in the side of your body?,Difficulty urinating: i am not sure 
1417,3291.0,Difficulty urinating,Difficulty urinating: does one flank hurt or do both hurt?,Difficulty urinating: yes
1418,3292.0,Difficulty urinating,Difficulty urinating: does one flank hurt or do both hurt?,Difficulty urinating: no 
1419,3293.0,Difficulty urinating,Difficulty urinating:  does the pain radiate to any of these areas?,Difficulty urinating: one flank
1420,3294.0,Difficulty urinating,Difficulty urinating:  does the pain radiate to any of these areas?,Difficulty urinating: both flanks
1421,3295.0,Difficulty urinating,Difficulty urinating:  does the pain radiate to any of these areas?,Difficulty urinating: i am not sure 
1422,3296.0,Difficulty urinating,Difficulty urinating: does the pain radiate to any of these areas?,Difficulty urinating: chest
1423,3297.0,Difficulty urinating,Difficulty urinating: does the pain radiate to any of these areas?,Difficulty urinating: abdomen
1424,3298.0,Difficulty urinating,Difficulty urinating: does the pain radiate to any of these areas?,Difficulty urinating: back
1425,3299.0,Difficulty urinating,Difficulty urinating: does the pain radiate to any of these areas?,Difficulty urinating: buttocks
1426,3300.0,Difficulty urinating,Difficulty urinating: does the pain radiate to any of these areas?,Difficulty urinating: groin
1427,3301.0,Difficulty urinating,Difficulty urinating: does the pain radiate to any of these areas?,Difficulty urinating: legs
1428,3302.0,Difficulty urinating,Difficulty urinating: does the pain radiate to any of these areas?,Difficulty urinating: thigh
1429,3303.0,Difficulty urinating,Difficulty urinating: does the pain radiate to any of these areas?,Difficulty urinating: none of these 
1430,3304.0,Difficulty urinating,Difficulty urinating: how intense is the pain? ,Difficulty urinating: chest
1431,3305.0,Difficulty urinating,Difficulty urinating: how intense is the pain? ,Difficulty urinating: abdomen
1432,3306.0,Difficulty urinating,Difficulty urinating: how intense is the pain? ,Difficulty urinating: back
1433,3307.0,Difficulty urinating,Difficulty urinating: how intense is the pain? ,Difficulty urinating: buttocks
1434,3308.0,Difficulty urinating,Difficulty urinating: how intense is the pain? ,Difficulty urinating: groin
1435,3309.0,Difficulty urinating,Difficulty urinating: how intense is the pain? ,Difficulty urinating: legs
1436,3310.0,Difficulty urinating,Difficulty urinating: how intense is the pain? ,Difficulty urinating: testicles
1437,3311.0,Difficulty urinating,Difficulty urinating: how intense is the pain? ,Difficulty urinating: thigh
1438,3312.0,Difficulty urinating,Difficulty urinating: how intense is the pain? ,Difficulty urinating: none of these 
1439,3313.0,Difficulty urinating,Difficulty urinating: what makes it worse?,Difficulty urinating: somewhat painful
1440,3314.0,Difficulty urinating,Difficulty urinating: what makes it worse?,Difficulty urinating: extremely painful
1441,3315.0,Difficulty urinating,Difficulty urinating: what makes it worse?,Difficulty urinating: it wakes me at night
1442,3316.0,Difficulty urinating,Difficulty urinating: what makes it worse?,Difficulty urinating: i am not sure 
1443,3317.0,Difficulty urinating,Difficulty urinating: did any of these trigger your flank?,Difficulty urinating: changing positions
1444,3318.0,Difficulty urinating,Difficulty urinating: did any of these trigger your flank?,Difficulty urinating: climbing stairs
1445,3319.0,Difficulty urinating,Difficulty urinating: did any of these trigger your flank?,Difficulty urinating: cough
1446,3320.0,Difficulty urinating,Difficulty urinating: did any of these trigger your flank?,Difficulty urinating: deep breathing
1447,3321.0,Difficulty urinating,Difficulty urinating: did any of these trigger your flank?,Difficulty urinating: lying down
1448,3322.0,Difficulty urinating,Difficulty urinating: did any of these trigger your flank?,Difficulty urinating: physical activity
1449,3323.0,Difficulty urinating,Difficulty urinating: did any of these trigger your flank?,Difficulty urinating: sitting down
1450,3324.0,Difficulty urinating,Difficulty urinating: did any of these trigger your flank?,Difficulty urinating: standing
1451,3325.0,Difficulty urinating,Difficulty urinating: did any of these trigger your flank?,Difficulty urinating: walking
1452,3326.0,Difficulty urinating,Difficulty urinating: did any of these trigger your flank?,Difficulty urinating: none of these 
1453,3327.0,Difficulty urinating,Difficulty urinating: do you have a burning sensation or pain during or after peeing?,Difficulty urinating:  dairy intake
1454,3328.0,Difficulty urinating,Difficulty urinating: do you have a burning sensation or pain during or after peeing?,Difficulty urinating: drinking fluids
1455,3329.0,Difficulty urinating,Difficulty urinating: do you have a burning sensation or pain during or after peeing?,Difficulty urinating: eating
1456,3330.0,Difficulty urinating,Difficulty urinating: do you have a burning sensation or pain during or after peeing?,Difficulty urinating: recent childbirth
1457,3331.0,Difficulty urinating,Difficulty urinating: do you have a burning sensation or pain during or after peeing?,Difficulty urinating: recent surgery
1458,3332.0,Difficulty urinating,Difficulty urinating: do you have a burning sensation or pain during or after peeing?,Difficulty urinating: recent injury
1459,3333.0,Difficulty urinating,Difficulty urinating: do you have a burning sensation or pain during or after peeing?,Difficulty urinating: none of these 
1460,3334.0,Difficulty urinating,Difficulty urinating:  how severe would you say it is?,Difficulty urinating: yes
1461,3335.0,Difficulty urinating,Difficulty urinating:  how severe would you say it is?,Difficulty urinating: no 
1462,,,,
1463,,,,
1464,,,,
1465,,,,
1466,,,,
1467,,,,
1468,,,,
1469,,,,
1470,,,,
1471,,,,
1472,,,,
1473,,,,
1474,,,,
1475,,,,
1476,,,,
1477,,,,
1478,,,,
1479,,,,
1480,,,,
1481,,,,
1482,,,,
1483,,,,
1484,,,,
1485,,,,
1486,,,,
1487,,,,
1488,,,,
1489,3365.0,Dizziness,Dizziness: when did it start?,Dizziness:Dizziness
1490,3366.0,Dizziness,Dizziness: do any of these make you more dizzy?,Dizziness: today
1491,3367.0,Dizziness,Dizziness: do any of these make you more dizzy?,Dizziness: in last week
1492,3368.0,Dizziness,Dizziness: do any of these make you more dizzy?,Dizziness: in last month
1493,3369.0,Dizziness,Dizziness: do any of these make you more dizzy?,Dizziness: 1-3 months ago
1494,3370.0,Dizziness,Dizziness: do any of these make you more dizzy?,Dizziness: over 3 months ago
1495,3371.0,Dizziness,Dizziness: do any of these trigger your dizziness?,Dizziness: changing positions
1496,3372.0,Dizziness,Dizziness: do any of these trigger your dizziness?,Dizziness: climbing stairs
1497,3373.0,Dizziness,Dizziness: do any of these trigger your dizziness?,Dizziness: head movement
1498,3374.0,Dizziness,Dizziness: do any of these trigger your dizziness?,Dizziness: lying down
1499,3375.0,Dizziness,Dizziness: do any of these trigger your dizziness?,Dizziness: standing
1500,3376.0,Dizziness,Dizziness: do any of these trigger your dizziness?,Dizziness: walking
1501,3377.0,Dizziness,Dizziness: do any of these trigger your dizziness?,Dizziness: none of these
